1.142101499999999987e+02,4.615928000000000253e+01
8.879550000000000054e+00,3.650193999999999761e+01
6.545250000000000234e+00,-1.104728000000000065e+01
1.340855999999999995e+02,2.188708000000000098e+01
2.041477500000000020e+02,-2.957133999999999929e+01
1.367212499999999977e+02,5.057836000000000354e+01
2.137726499999999987e+02,9.375280000000000058e+00
1.839273000000000025e+02,1.079111999999999938e+01
1.121521500000000060e+02,4.085499000000000080e+01
3.923324999999999818e+01,-4.536050000000000182e+01
1.532622000000000071e+02,-1.614500000000000046e+00
1.004029500000000041e+02,-5.096625000000000227e+01
2.600541000000000054e+02,5.793187000000000353e+01
8.089409999999999457e+01,-6.975610000000000355e+01
1.315830000000000055e+01,-7.280022999999999911e+01
1.068464999999999954e+01,4.126897999999999911e+01
2.537104492187500000e+02,-5.528400039672851562e+01
1.479290924072265625e+02,-4.736629867553710938e+01
2.433896942138671875e+02,-4.315929031372070312e+01
2.069920501708984375e+02,-5.334730911254882812e+01
1.279288482666015625e+02,-2.610330009460449219e+01
1.551152954101562500e+02,-4.938169860839843750e+01
1.308130493164062500e+02,-4.605234909057617188e+01
1.221020965576171875e+02,-4.309590911865234375e+01
